2015-02-05 10:10:33,333 [13] INFO  Umbraco.Core.PluginManager - [Thread 1] Determining hash of code files on disk
2015-02-05 10:10:33,586 [13] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '6.2.1',''
2015-02-05 10:10:33,586 [13] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '6.2.1',''
2015-02-05 10:10:33,586 [13] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '6.2.1',''
2015-02-05 10:10:33,586 [13] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '6.2.1',''
2015-02-05 10:10:33,586 [13] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '6.2.1',''
2015-02-05 10:10:33,586 [13] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '6.2.1',''
2015-02-05 10:10:33,586 [13] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '6.2.1',''
2015-02-05 10:10:33,586 [13] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '6.2.1',''
2015-02-05 10:10:33,586 [13] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '6.2.1',''
2015-02-05 10:10:33,586 [13] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '6.2.1',''
2015-02-05 10:10:33,586 [13] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '6.2.1',''
2015-02-05 10:10:33,586 [13] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '6.2.1',''
2015-02-05 10:10:33,586 [13] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '6.2.1',''
2015-02-05 10:10:33,591 [13] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '6.2.1',''
2015-02-05 10:10:33,591 [13] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '6.2.1',''
2015-02-05 10:10:33,651 [13] INFO  Umbraco.Core.ApplicationContext - [Thread 8] CurrentVersion different from configStatus: '6.2.1',''
2015-02-05 10:10:33,652 [13] WARN  Umbraco.Web.UmbracoModule - [Thread 8] Umbraco is not configured
2015-02-05 10:10:35,253 [13] INFO  Umbraco.Core.UmbracoApplicationBase - [Thread 8] Application shutdown. Reason: BinDirChangeOrDirectoryRename
2015-02-05 10:10:36,685 [13] INFO  Umbraco.Core.PluginManager - [Thread 15] Determining hash of code files on disk
2015-02-05 10:10:36,693 [13] INFO  Umbraco.Core.PluginManager - [Thread 15] Hash determined (took 5ms)
2015-02-05 10:10:36,698 [13] INFO  Umbraco.Core.PluginManager - [Thread 15] Starting resolution types of umbraco.interfaces.IApplicationStartupHandler
2015-02-05 10:10:36,818 [13] INFO  Umbraco.Core.PluginManager - [Thread 15] Completed resolution of types of umbraco.interfaces.IApplicationStartupHandler, found 20 (took 119ms)
2015-02-05 10:10:36,826 [13] INFO  Umbraco.Core.PluginManager - [Thread 15] Starting resolution types of Umbraco.Core.PropertyEditors.IPropertyEditorValueConverter
2015-02-05 10:10:36,830 [13] INFO  Umbraco.Core.PluginManager - [Thread 15] Completed resolution of types of Umbraco.Core.PropertyEditors.IPropertyEditorValueConverter, found 0 (took 3ms)
2015-02-05 10:10:36,830 [13] INFO  Umbraco.Core.PluginManager - [Thread 15] Starting resolution types of Umbraco.Core.PropertyEditors.IPropertyValueConverter
2015-02-05 10:10:36,835 [13] INFO  Umbraco.Core.PluginManager - [Thread 15] Completed resolution of types of Umbraco.Core.PropertyEditors.IPropertyValueConverter, found 11 (took 4ms)
2015-02-05 10:10:36,842 [13] INFO  Umbraco.Core.PluginManager - [Thread 15] Starting resolution types of Umbraco.Web.Mvc.SurfaceController
2015-02-05 10:10:36,846 [13] INFO  Umbraco.Core.PluginManager - [Thread 15] Completed resolution of types of Umbraco.Web.Mvc.SurfaceController, found 4 (took 3ms)
2015-02-05 10:10:36,847 [13] INFO  Umbraco.Core.PluginManager - [Thread 15] Starting resolution types of Umbraco.Web.WebApi.UmbracoApiController
2015-02-05 10:10:36,851 [13] INFO  Umbraco.Core.PluginManager - [Thread 15] Completed resolution of types of Umbraco.Web.WebApi.UmbracoApiController, found 3 (took 4ms)
2015-02-05 10:10:36,853 [13] INFO  Umbraco.Core.PluginManager - [Thread 15] Starting resolution types of Umbraco.Core.Media.IThumbnailProvider
2015-02-05 10:10:36,857 [13] INFO  Umbraco.Core.PluginManager - [Thread 15] Completed resolution of types of Umbraco.Core.Media.IThumbnailProvider, found 3 (took 3ms)
2015-02-05 10:10:36,858 [13] INFO  Umbraco.Core.PluginManager - [Thread 15] Starting resolution types of Umbraco.Core.Media.IImageUrlProvider
2015-02-05 10:10:36,861 [13] INFO  Umbraco.Core.PluginManager - [Thread 15] Completed resolution of types of Umbraco.Core.Media.IImageUrlProvider, found 1 (took 3ms)
2015-02-05 10:10:36,866 [13] INFO  Umbraco.Core.ApplicationContext - [Thread 15] CurrentVersion different from configStatus: '6.2.1',''
2015-02-05 10:10:36,866 [13] INFO  Umbraco.Core.ApplicationContext - [Thread 15] CurrentVersion different from configStatus: '6.2.1',''
2015-02-05 10:10:36,866 [13] INFO  Umbraco.Core.ApplicationContext - [Thread 15] CurrentVersion different from configStatus: '6.2.1',''
2015-02-05 10:10:36,866 [13] INFO  Umbraco.Core.ApplicationContext - [Thread 15] CurrentVersion different from configStatus: '6.2.1',''
2015-02-05 10:10:36,866 [13] INFO  Umbraco.Core.ApplicationContext - [Thread 15] CurrentVersion different from configStatus: '6.2.1',''
2015-02-05 10:10:36,866 [13] INFO  Umbraco.Core.ApplicationContext - [Thread 15] CurrentVersion different from configStatus: '6.2.1',''
2015-02-05 10:10:36,866 [13] INFO  Umbraco.Core.ApplicationContext - [Thread 15] CurrentVersion different from configStatus: '6.2.1',''
2015-02-05 10:10:36,866 [13] INFO  Umbraco.Core.ApplicationContext - [Thread 15] CurrentVersion different from configStatus: '6.2.1',''
2015-02-05 10:10:36,866 [13] INFO  Umbraco.Core.ApplicationContext - [Thread 15] CurrentVersion different from configStatus: '6.2.1',''
2015-02-05 10:10:36,866 [13] INFO  Umbraco.Core.ApplicationContext - [Thread 15] CurrentVersion different from configStatus: '6.2.1',''
2015-02-05 10:10:36,866 [13] INFO  Umbraco.Core.ApplicationContext - [Thread 15] CurrentVersion different from configStatus: '6.2.1',''
2015-02-05 10:10:36,866 [13] INFO  Umbraco.Core.ApplicationContext - [Thread 15] CurrentVersion different from configStatus: '6.2.1',''
2015-02-05 10:10:36,866 [13] INFO  Umbraco.Core.ApplicationContext - [Thread 15] CurrentVersion different from configStatus: '6.2.1',''
2015-02-05 10:10:36,866 [13] INFO  Umbraco.Core.ApplicationContext - [Thread 15] CurrentVersion different from configStatus: '6.2.1',''
2015-02-05 10:10:36,866 [13] INFO  Umbraco.Core.ApplicationContext - [Thread 15] CurrentVersion different from configStatus: '6.2.1',''
2015-02-05 10:10:36,866 [13] INFO  Umbraco.Core.ApplicationContext - [Thread 15] CurrentVersion different from configStatus: '6.2.1',''
2015-02-05 10:10:36,866 [13] INFO  Umbraco.Core.ApplicationContext - [Thread 15] CurrentVersion different from configStatus: '6.2.1',''
2015-02-05 10:10:36,866 [13] INFO  Umbraco.Core.ApplicationContext - [Thread 15] CurrentVersion different from configStatus: '6.2.1',''
2015-02-05 10:10:36,868 [13] INFO  Umbraco.Core.ApplicationContext - [Thread 15] CurrentVersion different from configStatus: '6.2.1',''
2015-02-05 10:10:36,868 [13] INFO  Umbraco.Core.ApplicationContext - [Thread 15] CurrentVersion different from configStatus: '6.2.1',''
2015-02-05 10:10:36,868 [13] INFO  Umbraco.Core.ApplicationContext - [Thread 15] CurrentVersion different from configStatus: '6.2.1',''
2015-02-05 10:10:36,868 [13] INFO  Umbraco.Core.ApplicationContext - [Thread 15] CurrentVersion different from configStatus: '6.2.1',''
2015-02-05 10:10:36,868 [13] INFO  Umbraco.Core.ApplicationContext - [Thread 15] CurrentVersion different from configStatus: '6.2.1',''
2015-02-05 10:10:36,868 [13] INFO  Umbraco.Core.ApplicationContext - [Thread 15] CurrentVersion different from configStatus: '6.2.1',''
2015-02-05 10:10:36,868 [13] INFO  Umbraco.Core.ApplicationContext - [Thread 15] CurrentVersion different from configStatus: '6.2.1',''
2015-02-05 10:10:36,868 [13] INFO  Umbraco.Core.ApplicationContext - [Thread 15] CurrentVersion different from configStatus: '6.2.1',''
2015-02-05 10:10:36,868 [13] INFO  Umbraco.Core.ApplicationContext - [Thread 15] CurrentVersion different from configStatus: '6.2.1',''
2015-02-05 10:10:36,868 [13] INFO  Umbraco.Core.ApplicationContext - [Thread 15] CurrentVersion different from configStatus: '6.2.1',''
2015-02-05 10:10:36,868 [13] INFO  Umbraco.Core.ApplicationContext - [Thread 15] CurrentVersion different from configStatus: '6.2.1',''
2015-02-05 10:10:36,868 [13] INFO  Umbraco.Core.ApplicationContext - [Thread 15] CurrentVersion different from configStatus: '6.2.1',''
2015-02-05 10:10:36,868 [13] INFO  Umbraco.Core.ApplicationContext - [Thread 15] CurrentVersion different from configStatus: '6.2.1',''
2015-02-05 10:10:36,868 [13] INFO  Umbraco.Core.ApplicationContext - [Thread 15] CurrentVersion different from configStatus: '6.2.1',''
2015-02-05 10:10:36,868 [13] INFO  Umbraco.Core.ApplicationContext - [Thread 15] CurrentVersion different from configStatus: '6.2.1',''
2015-02-05 10:10:36,868 [13] INFO  Umbraco.Core.ApplicationContext - [Thread 15] CurrentVersion different from configStatus: '6.2.1',''
2015-02-05 10:10:36,868 [13] INFO  Umbraco.Core.ApplicationContext - [Thread 15] CurrentVersion different from configStatus: '6.2.1',''
2015-02-05 10:10:36,868 [13] INFO  Umbraco.Core.ApplicationContext - [Thread 15] CurrentVersion different from configStatus: '6.2.1',''
2015-02-05 10:10:36,927 [13] INFO  Umbraco.Core.ApplicationContext - [Thread 15] CurrentVersion different from configStatus: '6.2.1',''
2015-02-05 10:10:36,927 [13] INFO  Umbraco.Core.ApplicationContext - [Thread 15] CurrentVersion different from configStatus: '6.2.1',''
2015-02-05 10:10:36,927 [13] INFO  Umbraco.Core.ApplicationContext - [Thread 15] CurrentVersion different from configStatus: '6.2.1',''
2015-02-05 10:10:36,927 [13] INFO  Umbraco.Core.ApplicationContext - [Thread 15] CurrentVersion different from configStatus: '6.2.1',''
2015-02-05 10:10:36,927 [13] INFO  Umbraco.Core.ApplicationContext - [Thread 15] CurrentVersion different from configStatus: '6.2.1',''
2015-02-05 10:10:36,927 [13] INFO  Umbraco.Core.ApplicationContext - [Thread 15] CurrentVersion different from configStatus: '6.2.1',''
2015-02-05 10:10:36,927 [13] INFO  Umbraco.Core.ApplicationContext - [Thread 15] CurrentVersion different from configStatus: '6.2.1',''
2015-02-05 10:10:36,927 [13] INFO  Umbraco.Core.ApplicationContext - [Thread 15] CurrentVersion different from configStatus: '6.2.1',''
2015-02-05 10:10:36,927 [13] INFO  Umbraco.Core.ApplicationContext - [Thread 15] CurrentVersion different from configStatus: '6.2.1',''
2015-02-05 10:10:36,927 [13] INFO  Umbraco.Core.ApplicationContext - [Thread 15] CurrentVersion different from configStatus: '6.2.1',''
2015-02-05 10:10:36,927 [13] INFO  Umbraco.Core.ApplicationContext - [Thread 15] CurrentVersion different from configStatus: '6.2.1',''
2015-02-05 10:10:36,927 [13] INFO  Umbraco.Core.ApplicationContext - [Thread 15] CurrentVersion different from configStatus: '6.2.1',''
2015-02-05 10:10:36,927 [13] INFO  Umbraco.Core.ApplicationContext - [Thread 15] CurrentVersion different from configStatus: '6.2.1',''
2015-02-05 10:10:36,927 [13] INFO  Umbraco.Core.ApplicationContext - [Thread 15] CurrentVersion different from configStatus: '6.2.1',''
2015-02-05 10:10:36,927 [13] INFO  Umbraco.Core.ApplicationContext - [Thread 15] CurrentVersion different from configStatus: '6.2.1',''
2015-02-05 10:10:36,927 [13] INFO  Umbraco.Core.ApplicationContext - [Thread 15] CurrentVersion different from configStatus: '6.2.1',''
2015-02-05 10:10:36,927 [13] INFO  Umbraco.Core.ApplicationContext - [Thread 15] CurrentVersion different from configStatus: '6.2.1',''
2015-02-05 10:10:36,927 [13] INFO  Umbraco.Core.ApplicationContext - [Thread 15] CurrentVersion different from configStatus: '6.2.1',''
2015-02-05 10:10:36,931 [13] INFO  Umbraco.Core.ApplicationContext - [Thread 15] CurrentVersion different from configStatus: '6.2.1',''
2015-02-05 10:10:36,932 [13] INFO  Umbraco.Core.ApplicationContext - [Thread 15] CurrentVersion different from configStatus: '6.2.1',''
2015-02-05 10:10:37,622 [13] INFO  Umbraco.Core.ApplicationContext - [Thread 18] CurrentVersion different from configStatus: '6.2.1',''
2015-02-05 10:10:37,622 [13] WARN  Umbraco.Web.UmbracoModule - [Thread 18] Umbraco is not configured
2015-02-05 10:10:41,063 [13] INFO  Umbraco.Web.Install.Steps.Database - [Thread 8] Updated Umbraco membership providers, set useLegacyEncoding to false.
2015-02-05 10:10:41,311 [13] INFO  Umbraco.Core.UmbracoApplicationBase - [Thread 11] Application shutdown. Reason: ConfigurationChange
2015-02-05 10:10:41,468 [24] INFO  Umbraco.Core.PluginManager - [Thread 15] Determining hash of code files on disk
2015-02-05 10:10:41,476 [24] INFO  Umbraco.Core.PluginManager - [Thread 15] Hash determined (took 4ms)
2015-02-05 10:10:41,480 [24] INFO  Umbraco.Core.PluginManager - [Thread 15] Starting resolution types of umbraco.interfaces.IApplicationStartupHandler
2015-02-05 10:10:42,119 [24] INFO  Umbraco.Core.PluginManager - [Thread 15] Completed resolution of types of umbraco.interfaces.IApplicationStartupHandler, found 20 (took 639ms)
2015-02-05 10:10:42,130 [24] INFO  Umbraco.Core.PluginManager - [Thread 15] Starting resolution types of Umbraco.Core.PropertyEditors.IPropertyEditorValueConverter
2015-02-05 10:10:42,135 [24] INFO  Umbraco.Core.PluginManager - [Thread 15] Completed resolution of types of Umbraco.Core.PropertyEditors.IPropertyEditorValueConverter, found 0 (took 4ms)
2015-02-05 10:10:42,136 [24] INFO  Umbraco.Core.PluginManager - [Thread 15] Starting resolution types of Umbraco.Core.PropertyEditors.IPropertyValueConverter
2015-02-05 10:10:42,139 [24] INFO  Umbraco.Core.PluginManager - [Thread 15] Completed resolution of types of Umbraco.Core.PropertyEditors.IPropertyValueConverter, found 11 (took 3ms)
2015-02-05 10:10:42,148 [24] INFO  Umbraco.Core.PluginManager - [Thread 15] Starting resolution types of Umbraco.Web.Mvc.SurfaceController
2015-02-05 10:10:42,152 [24] INFO  Umbraco.Core.PluginManager - [Thread 15] Completed resolution of types of Umbraco.Web.Mvc.SurfaceController, found 4 (took 4ms)
2015-02-05 10:10:42,152 [24] INFO  Umbraco.Core.PluginManager - [Thread 15] Starting resolution types of Umbraco.Web.WebApi.UmbracoApiController
2015-02-05 10:10:42,156 [24] INFO  Umbraco.Core.PluginManager - [Thread 15] Completed resolution of types of Umbraco.Web.WebApi.UmbracoApiController, found 3 (took 3ms)
2015-02-05 10:10:42,158 [24] INFO  Umbraco.Core.PluginManager - [Thread 15] Starting resolution types of Umbraco.Core.Media.IThumbnailProvider
2015-02-05 10:10:42,162 [24] INFO  Umbraco.Core.PluginManager - [Thread 15] Completed resolution of types of Umbraco.Core.Media.IThumbnailProvider, found 3 (took 3ms)
2015-02-05 10:10:42,162 [24] INFO  Umbraco.Core.PluginManager - [Thread 15] Starting resolution types of Umbraco.Core.Media.IImageUrlProvider
2015-02-05 10:10:42,165 [24] INFO  Umbraco.Core.PluginManager - [Thread 15] Completed resolution of types of Umbraco.Core.Media.IImageUrlProvider, found 1 (took 2ms)
2015-02-05 10:10:42,170 [24] INFO  Umbraco.Core.ApplicationContext - [Thread 15] CurrentVersion different from configStatus: '6.2.1',''
2015-02-05 10:10:42,170 [24] INFO  Umbraco.Core.ApplicationContext - [Thread 15] CurrentVersion different from configStatus: '6.2.1',''
2015-02-05 10:10:42,170 [24] INFO  Umbraco.Core.ApplicationContext - [Thread 15] CurrentVersion different from configStatus: '6.2.1',''
2015-02-05 10:10:42,170 [24] INFO  Umbraco.Core.ApplicationContext - [Thread 15] CurrentVersion different from configStatus: '6.2.1',''
2015-02-05 10:10:42,170 [24] INFO  Umbraco.Core.ApplicationContext - [Thread 15] CurrentVersion different from configStatus: '6.2.1',''
2015-02-05 10:10:42,170 [24] INFO  Umbraco.Core.ApplicationContext - [Thread 15] CurrentVersion different from configStatus: '6.2.1',''
2015-02-05 10:10:42,170 [24] INFO  Umbraco.Core.ApplicationContext - [Thread 15] CurrentVersion different from configStatus: '6.2.1',''
2015-02-05 10:10:42,170 [24] INFO  Umbraco.Core.ApplicationContext - [Thread 15] CurrentVersion different from configStatus: '6.2.1',''
2015-02-05 10:10:42,170 [24] INFO  Umbraco.Core.ApplicationContext - [Thread 15] CurrentVersion different from configStatus: '6.2.1',''
2015-02-05 10:10:42,170 [24] INFO  Umbraco.Core.ApplicationContext - [Thread 15] CurrentVersion different from configStatus: '6.2.1',''
2015-02-05 10:10:42,170 [24] INFO  Umbraco.Core.ApplicationContext - [Thread 15] CurrentVersion different from configStatus: '6.2.1',''
2015-02-05 10:10:42,170 [24] INFO  Umbraco.Core.ApplicationContext - [Thread 15] CurrentVersion different from configStatus: '6.2.1',''
2015-02-05 10:10:42,170 [24] INFO  Umbraco.Core.ApplicationContext - [Thread 15] CurrentVersion different from configStatus: '6.2.1',''
2015-02-05 10:10:42,170 [24] INFO  Umbraco.Core.ApplicationContext - [Thread 15] CurrentVersion different from configStatus: '6.2.1',''
2015-02-05 10:10:42,170 [24] INFO  Umbraco.Core.ApplicationContext - [Thread 15] CurrentVersion different from configStatus: '6.2.1',''
2015-02-05 10:10:42,170 [24] INFO  Umbraco.Core.ApplicationContext - [Thread 15] CurrentVersion different from configStatus: '6.2.1',''
2015-02-05 10:10:42,170 [24] INFO  Umbraco.Core.ApplicationContext - [Thread 15] CurrentVersion different from configStatus: '6.2.1',''
2015-02-05 10:10:42,170 [24] INFO  Umbraco.Core.ApplicationContext - [Thread 15] CurrentVersion different from configStatus: '6.2.1',''
2015-02-05 10:10:42,172 [24] INFO  Umbraco.Core.ApplicationContext - [Thread 15] CurrentVersion different from configStatus: '6.2.1',''
2015-02-05 10:10:42,172 [24] INFO  Umbraco.Core.ApplicationContext - [Thread 15] CurrentVersion different from configStatus: '6.2.1',''
2015-02-05 10:10:42,172 [24] INFO  Umbraco.Core.ApplicationContext - [Thread 15] CurrentVersion different from configStatus: '6.2.1',''
2015-02-05 10:10:42,172 [24] INFO  Umbraco.Core.ApplicationContext - [Thread 15] CurrentVersion different from configStatus: '6.2.1',''
2015-02-05 10:10:42,172 [24] INFO  Umbraco.Core.ApplicationContext - [Thread 15] CurrentVersion different from configStatus: '6.2.1',''
2015-02-05 10:10:42,172 [24] INFO  Umbraco.Core.ApplicationContext - [Thread 15] CurrentVersion different from configStatus: '6.2.1',''
2015-02-05 10:10:42,172 [24] INFO  Umbraco.Core.ApplicationContext - [Thread 15] CurrentVersion different from configStatus: '6.2.1',''
2015-02-05 10:10:42,172 [24] INFO  Umbraco.Core.ApplicationContext - [Thread 15] CurrentVersion different from configStatus: '6.2.1',''
2015-02-05 10:10:42,172 [24] INFO  Umbraco.Core.ApplicationContext - [Thread 15] CurrentVersion different from configStatus: '6.2.1',''
2015-02-05 10:10:42,172 [24] INFO  Umbraco.Core.ApplicationContext - [Thread 15] CurrentVersion different from configStatus: '6.2.1',''
